author,comment
@mevimal99,Muthee poli ariyan vaikipoii.... Theeeee padarattee 👍👍👍💪💪
@alameen2844,Oru rakshayum illa
@sajinvs5923,🔥🔥🔥🔥
@debora5557,Vedan 🥰🥰🥰🥰❤❤❤😍😍😍
@rensoroy8177,❤
@beenag2g761,fire😎😎😎😎
@kuriyakosejoseph710,The truth 🔥🔥🔥
@Akshay-AK2002,🔥
@jageeshmj3979,🔥🔥
@haseebhasi2476,"Amazing, no more words Waiting for the next video"
@abhijithdinesh1536,🔥🔥🔥
@sajithsanju8275,തീ ...തീ ....തീ ...🔥🔥🔥
@frijoz2a,ന്റെ mwone ഇപ്പോഴാ കണ്ടത് ഇജ്ജാതി vibe ✌️✌️💥💥dislike ചെയ്ത 1200 പേര് ഉണ്ട്  ഇപ്പോഴും  നമ്മുടെ ഇടയിൽ... ഇവർ എപ്പോഴും ചിരിപ്പിച്ചു കൊണ്ടേ ഇരിക്കും 😂😂😂😂😂
@poojaashok6751,❤️
@robinmani2174,😍😍😍
@akhilbinoy5416,❤️❤️
@studywith.A.P.A,Wow❤️
@nisharajan7921,"രോമാഞ്ചം.., uff.🔥🔥🔥"
@trivandrumstyle8926,Dislike adichavarku 🖕
@jeril2165,❤
@vijithkumar100,Power
@nelsonbvarghese2839,💪💪💪❤❤❤😘😘💥💥💥💥
@terrorguru,1.2 aradey pithrther shunter
@anaghak.b1586,തീ🔥🔥തമ്പുരാന്മാരുടെ നെഞ്ചെരിക്കാൻ ആളിപ്പടരട്ടെ💯💯🔥🔥
@abrahamqureshi7973,Ufff💥💥💥💥
@bijithbs2783,Kanal thariyallaa.. Theeyavanam manassuu..
@akshaybabu4738,🔥🔥🔥
@mohammedshameem741,Mone💥💥💥💥💥💥💥💥💥💥💥💯💯
@lijujohnson7540,🔥🔥🔥🔥🔥🔥💯🌹😍😍😍😍
@aswinvp500,Waiting for the next miracle
@maddoggaming9303,This song....😍...... njn keettathil best rap song.... because i am a black..... so i can relate to it.......😍
@shubhasubramanian2733,Super ....
@aparnak2786,🖤🔥
@dennys884,Vedan and Arivu ...waiting.. 😍
@nirmalrani2946,Just💥.....
@artlover6970,തീ 🔥
@maheshraj6634,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
@jestinkuriakose3586,Ye man polichu. Kathikanam systathe
@sruthinsratly2012,"Good lyrics ,good message congratzzz"
@bichaan__,😊😊
@ansar9689,അടിമത്വത്തിനെതിരെ പോരാടാൻ ഇതിനും വലിയ പ്രചോധനം വേറെന്ത്
@ansar9689,രോമാഞ്ചം ✊️best off luck bro
@RACKY9988,Wow fantasticoooo
@ashikansari7788,Amazing🔥🔥 വേടൻ
@akpvlogs8498,❤❤❤❤❤❤❤🌹🌹🌹🌹🌹🌹🤝🤝🤝🤝🤝
@ajeshachuthanajesh,❤❤❤❤
@vishnu_ratheesh,👍❤
@diyanadinesh6050,Kaad kattavante naattil chor kattavan marikkum🔥
@wanderwheelFun,Superbbbb✨️✨️✨️✨️
@arunaugustine1727,Vedannn 🔥🔥🔥🔥
@pinkbillow,It&#39;s the best ever notes ever💥LEGIT
@Adil-gf1ke,❤️❤️🔥🔥🔥
@abhijithkuttan4995,🔥🔥🔥🔥🔥🔥✊🏿✊🏿✊🏿✊🏿✊🏿
@jojyms9360,Unlike cheythavanokke nannayi chorinjittund..... Vedan Awsome....
@abinsunny9736,😍😍👌👌👌👌
@visalbbabu,❤️
@vinayakgs3537,Ithil kuravante kaaryam paranjillaa
@vivekanand3551,💯
@MUSICPURSUIT,Super ❤️❤️
@pranabcherthala7194,Super👍👌🌹
@saranyamshibu6083,Really awesome...❤❤❤❤
@saneeshsunny7706,Powerful words🥰👍👍
@aldrich7409,😲🔥🔥
@jijo592,Man....all the words are so intense and you beautifully put your heart out...hats off to you.. May God make you bring more in the future!!
@ragnarviking7060,best frnd of mine...chekkan🔥
@shibinsebastian2531,9 months eduthu oru suggestion varaaan kopp
@veganvocalist4782,🔥🔥🔥✊🏼
@Raisa7356,Pever💥💥💥💥💥💥💥
@anwarshareef83,❤️❤️❤️❤️🙏👍👍👍👍👍
@maheshraj6634,This song is like a fire 🔥.... Awesome brooo...❤️❤️❤️❤️
@comrd8556,Uffff.... 🔥🔥🔥🔥
@vpvlogs410,Poliiiiiii
@atulrobinho8269,🔥🔥🔥
@rakeshv4943,🔥🔥⛈️⛅️⚡️🌋💥
@jobinpgeorge2515,Kidu
@alanjoseph.p3881,Fire 🔥❤️ Vedan
@sshripraneshkumar0588,🔥🔥💯
@rajeshraj3341,ഈ വീഡിയോയ്ക്ക് ഡിസ്‌ലൈക്ക് അടിച്ചവരെ ഉദ്ദേശിച്ചാണ് ഈ പാട്ട്..
@abidmohidheen1750,Vere level 🔥🔥 🔥
@sheethalvikram2805,Awesome man👌👌👍
@varshakv7142,"Enjoi enjami ketta shesham kelkkan vannathanu, kettappol kuliru keri poyi❤❤"
@sherinshetty92,🔥🔥
@lin7532np4,Theeyanu💓✨
@zoorya8393,"Ipoll anuuu kanumth , kolammm , voice for many"
@BlackMedium1234,Go Ahed
@Raveenaonyoutube,Fire 🖤
@jestinpallickan4672,"ഡിസ് ലൈക്കടിച്ചത് ,തംബുരാനെന്ന് സ്വയം തോന്നിയ ഊളകൾ..."
@sudhi07456,Energy level അന്യായം... തമ്പുരാൻ ആണേൽ ഒരു മൈരുമില്ല  💪💪💪💪💪💪💪💪💪💪
@rtxshabin960,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@kundakamandaka3528,அருமை வாழ்க வளமுடன் 👏👏👏
@ajinchandran6764,🔥🔥🔥
@shaheeralik2011,പൊളി ....... ഭീകരം
@swaroopdasdas,Super ❤️
@harismuhammed6783,❤️❤️
@ashiashif,ഞാൻ പാണൻ അല്ല പറയാനല്ല<br>പുലയനല്ല നെ തമ്പുരാനയുമല്ല ആണേൽ<br>ഒരു മൈരുമില്ല.......&quot; രോമാഞ്ചത്തിന്റെ<br>കൊടുമുടിയേറിയ വരി.....<br><br>തീയ്യിൽ കുരുത്തത് വെയിലത്ത് വാടില്ല മുത്തേ..🤩🤩 വേടൻ ഇഷ്ടം 😘😘😍
@nandajoseph8322,Words⚡️
@tomjoesebastian6668,Big salute 👏👏👏👏👏
@spetznazxt,Mallu version of Kendrick Lamar🔥
@syambabus3363,Likes pole thanne dislikes.....അവരോടാണ് vedan സംസാരിക്കുന്നത്.....അവർ ഒരു മൈ.......അല്ല....
@sabithabetty1660,Great
@jagankanimangalam5323,♥️♥️♥️
@anuphilip9235,Ammo...kidu 💪🥰🥰
@autotrader9374,powli  njanum varunnunde theeyum konde thayyareduppane
@chandram9829,🔥
@jithinjoseph6192,കാണാൻ വളരെയധികം താമസിച്ചുപോയി<br>രാഷ്ട്രീയം പച്ചയായി വിളിച്ചുപറഞ്ഞ പാട്ടിൻൻ്റെ👎 ഡിസ്‌ലൈക്ക് എന്നെ ഞെട്ടിച്ചുകളഞ്ഞു...<br>നിങ്ങൾ 🔥🔥🔥തീയാണ് ആളിപ്പടരുക ചെയ്യു0
@rolloiam,എല്ലാം മുടിച്ചവന്റെ മുഖത്ത് നോക്കി ചോദിക്കുന്ന പോലെ തീയ് ആണ് ഉള്ളിൽ🔥
@praveenkrishna5399,Fire pack products...💪💪💪💪
@mallutiktokriders8614,💥💥
@vishnusankar1693,"Late aayippoyy..But proud to have our own rapper <a href=""http://www.youtube.com/results?search_query=%23v3dan"">#V3daN</a>"
@brijivijayan956,"എനിക്ക് വേണ്ടതോ, എനിക്ക് വേണ്ടിയല്ല ഞങ്ങൾക്ക് വേണ്ടത് .......<br>പറയാൻ ആഗ്രഹിച്ച ഓരോ വാക്കുകളും, ചട്ടുളി പോലെ നിന്റെ വാക്കുകൾ....<br>Your words are so powerful....... Nothing less than a revolution ❤️😍"
@arjuncsofficial757,മൂർച്ചയുള്ള വാക്കുകൾ
@RanjitChattanchal,സൂപ്പർ 🔥🔥
@askarali613,Dislike അടിച്ചവന്മാർ തമ്പുരാൻമാർ ആയരിക്കും.<br>അങ്ങനെ ആണേൽ തന്നെ ഇവിടെ ഞങ്ങൾക്ക്  ഒരു മൈ₹um ഇല്ല....😜😜😜
@crazywithgrazy9549,Excellent words✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️✨️
@crazywithgrazy9549,Vedante interview kandu vannarundo🤔
@dicruz8467,Thee kettittilla💥💥💥💥🔥🔥
@remyavava4263,❤️
@sunilkap149,....😎.ആ...<br>           .&quot;&quot;തീ&quot;&quot;&quot;&quot;.💥<br>😎ഞാനാണ്..💥
@albialbiz7698,❤❤❤❤
@LC-gw2hd,തീപ്പൊരി വരികൾ 💥👌👌💕
@nandulales4999,അക്ഷരങ്ങൾ കൊണ്ട് മേലാളന്റെ കഴുത്തറുത്തു... ❤️
@yasirmuthuvp90,നൂറ്റാണ്ടുകളുടെ പകയുള്ള വരികൾ പിന്നണി പ്രവർത്തകരെ അലയടിച്ചുയരട്ടെ നിങ്ങളുടെ ഈ വാക്കുകൾ
@thomasbecool9267,കിടിലം ........
@rijomathew9035,🙏
@anjuannababubabu5481,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤❤❤😍❤😍
@anitharahul9518,Super dude... Moorchayeriya thante vakkukal jathi veriyanmarude manasil mullu pole tharakumennurappu
@shareefmuhammad7446,Vedante Real name entha..
@sayidsayidkunjutysayidsayi8245,keralam..kettaal...mathiyo...yellaam<br>my....kealkkette......up...🙄🙄🙄🙄🙄
@sijofrancis7529,Ooooo.. fire fire 🔥 👏
@sandeepnarayanan7041,സൂപ്പർ... 👌👌
@shihab4011,Waiting ❤️😍
@anandakrishnanpr6498,❤️
@shinebhaskar8509,ആണേൽ ഒരു മൈരും ഇല്ല അതു പൊളിച്ചു
@ankithani695,This is not a rap...<br>Something greater than it🔥
@gazi6630,"നിങ്ങളുടെ politics ന് തീയിനെക്കാൾ ചൂടുണ്ട്...🔥🔥പൊള്ളാലേറ്റവർ dislike ഉം ചെയ്തിട്ടുണ്ട്...<br>ഇനിയും എഴുതണം, പാടണം, പറയണം വർഷങ്ങളോളമായി തലമുറയായി പകർന്നു കിട്ടിയ പകയാണ് വരികൾക്ക് പ്രചോദനം എന്ന് വ്യക്തമാണ്, ശ്രെദ്ധയോടെ കേൾക്കുന്നവന് ഒന്നും കുറിച്ചിടാതെ പോകാനും സാധിക്കുന്നില്ല.. എല്ലാ മനുഷ്യചോരക്കും നിറം ചുവപ്പാണെന്നു മനസിലാക്കുന്ന ഒരു കാലം വരും.....❤❤  ഒരുപാട് സ്നേഹം വേടൻ 💜"
@binuchandrans,Nice Dear❤🌹
@gijipt9355,😍
@kadeejakhalid9898,Excellent brother ❤️
@deepamolks394,👌👌👌
@9656575834,Kollam......... Poli
@therainbow6812,No words 🔥
@TheFootballFanatic051,Vaykipoyi kannan
@blackhawk1320,Thamburaakanmaar 1.2 k😂😂😂😂😂😂😂😂😂😂😂
@shibil6440,𝙄𝙩𝙝𝙤𝙠𝙠𝙚𝙮𝙖𝙣𝙪-𝙧𝙖𝙥... 🔥
@ayishaa5322,Vedan nte new interview kand vannavar undo??
@sreeramj8293,♥️♥️♥️♥️♥️♥️
@ziyad4sk,വരികൾ🔥
@AlpRajArulanantam,Superb sir keep it up 👍👍👍
@akshayts6482,Aake motham jakapoka...
@SudheepNM,ഇതിന്dislike അടിച്ച വർ ജാതി വെറി ഉള്ളവർ
@dikubhai,explosion man .....wow
@CineBeats-N,🔥power
@varshavs6798,🔥🔥🔥🔥🔥🔥
@abymohanan2043,Nice song 👍🏻👌🏻✌🏻
@TamilStyleZ.Official,Fantastic Vedan...! Keep It Up...!
@amjadroshanvlogs,1.25 × കണ്ടു നോക്കു goies
@juanajuby7641,Hi
@unfading_momentz,❤️❤️
@karthik9994873544,Superb. Come on. Everyone need to talk about ... Enough for separation. need  Equality
@anandhuAjitha,🖤
@Vishnumuliyan,പാട്ടിന്റെ കൂടെ ക്യാപ്ഷൻ മലയാളത്തിൽ കൂടി കണ്ടപ്പോ രോമാഞ്ചം വന്നു
@chitrasenmangraj6855,This song should be dubbed again in hindi language
@kamleshl3515,Fire song bro
@navyachakki5870,Thinking you tomorrow
@akshay6286,❤❤❤❤❤❤😭😭😭
@akhilgeorge1119,ഇതിന്റെ തമിഴ് വേർഷൻ കൂടി ഇറക്കൂ..
@prabakaran9123,After Arivu interview.
@binils1049,🔥
@bijithks5900,vedan🩸🙌
@nazistar9638,എന്തൊരു വരികളാണ്
@anvarc7169,Power 🔥🔥🔥
@vineethbaiju6222,🖤🖤🖤🖤🖤
@egoldwin,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=87"">1:27</a> 🔥🔥🔥 , ❤️ from TamilNadu"
@mgn731,Super bro innum menmelum varanum valaranum malayalathil ippadiboru song ketpathil mokka maglchi  iam tamilan
@jaikarthik4519,References from Arivu interview
@amalrajesh9642,Wow. Way to go
@arunnarayanan878,tnks to arivu....he says the name vedan in an interview....no words proud
@Ezio-l2j,Arivu and vedan🔥<br>Fav😍
@kuttueva5405,തീയാണ് 🌋🌋🌋🌋
@vysanthsivadas1686,♥️
@aswinvs336,അടിമക്കേതിടം ചരിത്ര പുസ്തകകങ്ങളിൽ  🔥
@aswinvs336,Vedan for kerala<br>Arivu for tamil nadu<br>Both 🔥
@kiranraj.s.p3903,Chumma theee. Prakruthi chooshanathe kurichu koodi charcha cheyyunna reethiyil oru creation venam
@hexfrankenstein3368,ente ponno .... neee powliyaaanu
@aromalka1147,💙
@7ncastro546,🔥
@m.c.bejoysm.c.b8737,👌👌👍👍🌹🌹🌹ശരീരത്തിന് ഒരു വിറയൽ..... 😢😢😢 വാക്കുകളിലെ തീ അത് ഞാൻ അനുഭവിച്ചു.. 👍👍👍👍🌹പൊളിച്ചു മുത്തേ.... 👍👍👍👍👍
@arthurweasley4694,<b>A SINGLE SPARK WILL DO!</b>
@abhishekar5741,Wonderful lyrics...❤️❤️❤️❤️
@shyju135,"If someone understands this lyrics, its more powerful than Enjami"
@முருககுமார்,Semma. Love from Tamil Nadu.
@foodpolice9617,"Don’t Atal change your looks bro , don’t be that others rappers who start looking like western rappers , u got ur own swag and don’t loose it"
@TAMILWIREMP3Official,வேடன் X தெருக்குறள் அறிவு  சேர்ந்து பாட ஆசைப்படுவோர் ஒரு லைக் போடுங்க 👍
@dineshkumarzone,Daily watching.... Fire... 🔥🔥🔥🔥 வாழ்த்துக்கள்.... 💐 💐 💐 💐
@ZaberLord,He is predicting future.....
@iamjawahar8708,I don&#39;t know Malayalam but I can feel ur feelings.  Jai bhim
@bijuthankappan9987,"Promising... Please watch Sumit Ramos also... The common thread between Vedan, Sumit and Arivu is that all of them are clear in their thought and don&#39;t want to go the commercial way in their music. Good days for Dalit music..."
@Nagato-i2w,அறிவின்  விசிறி ...தமிழ்நாடு வேடன் அண்ணன் வேற லெவல் ...
@chettikulangravishnu92,KANAL ANAYUKILLA THALAKUNIKKILLA NJANUM ORU PORALI.
@akhilck6032,💥💥
@hemanathan752,ArivuxVedan soon❤️
@leemi8931,Came after Lyricist and Rapper Arivu (Enjoy Enjami) mentioned about Vedan..<br><br>Vedan..  Yo.. You are awesome.
@8031529,Better than enjoy enjaami
@dileepvijay7690,♨️🔥🔥🔥⚡
@rworldinfotainment683,ഈ പാട്ട് ഇറങ്ങിയ സമയത്ത് പണി പാളി ഇറങ്ങിയില്ലായിരുന്നെങ്കിൽ കുറച്ചുകൂടി ശ്രദ്ധ കിട്ടിയേനെ
@aswinm3071,💥💥
@shyjishe2963,Spr❤️❤️❤️❤️❤️❤️❤️
@arunmarlyzz,Arivu For Tamilnadu<br>Vedan For Kerala <br><br>Ultimate Goal :- Equality 💙
@nikhilsasi4141,❤️
@GPraja12345,"Adra macha, love from TN."
@ijoj1000,gr8.. dear
@harinathv339,🔥🔥🔥 awesome
@zayan2126,🔥🔥🔥🔥🔥🔥🔥
@sandeepkumarSathya,"The beauty is, I don&#39;t feel like am listening to a Malayalam Rap,this  has got very less sanskrit unlike the main stream ones.For an instance it made me feel like a Tamizh Rap. I could instantly and effortlessly connect with the emotion and lyrics.<br><br>The indigenous people of Keralam and Tamizhans are one and the same we are oru Thaaiyin makkal.❤<br><br>Love and Respect from Tamizh koorum nallulagam...!!"
@evertonesantos4666,⌛💥💯
@yasikhmt3312,സ്തബ്ദമായി പോയി ഞാൻ 👍
@abhijith4622,Goosebumps ✨
@vijayjoe125,love from Tamil nadu.<br>First time i hear voice against casts. Well dom. Nan pulaiyan alla. nee thambiran alla..... dhool. mwahhh
@nithinmangad9051,Addicted bro...words🔥
@thamizhanbankarthick6105,Tharam ❤️
@walterclement3907,🔥🔥🔥
@bijulabl5719,Kanal oru thari mathi...🔥🔥
@jineeshkarayi8960,👍👍👍💪❤️
@ZaberLord,Innu ellarum undallo  🤣
@ZaberLord,💥💥💥💥💥💥💥💥👍
@iyappanshankaran2700,Omg . From Tamil nadu
@Drmohamedhashir,😍
@Thirdeye_for_u,എന്തിത്ര വൈകി ഞാൻ ഇവിടെയെത്താൻ... തിരുമാലിയും നീരജ് മാധവും ഒന്നും എന്നെ ഇവിടെ എത്തിച്ചില്ല Arivu എന്നെ ഇവിടെ എത്തിച്ചു
@vijeshvijayan3179,❤❤🔥🔥
@ChasingBigDreamz,Unsung History... <br> Both lyrics and singer on fire 🔥🔥
@Logan-th7uu,🔥🔥🔥
@arunhimalayan2182,🔥 awesome🔥
@jayaprakash1310,Super macha
@nandan9390,"Great , awesome 👍👍"
@chippyvocals1353,🔥🔥
@akhilkn8992,Enjaami കണ്ട് വന്നവർ 🔥🔥<br>👇💪
@sathk4041,Jai bheem
@marcoantony3375,March 2021 il kaanunvarundo?
@OntiNakshatra,🔥🔥🔥
@manu1manu3,We want Arivu &amp; Vedan combo
@TimePass-qu5qv,Awsome
@razinpkz,moodeesss powereehh leveleeesh <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>next level
@sathamjilluo1352,Love you🤟 brother keep going long
@rahulkr9486,Youtube അല്ലാതെ song streaming app ഇൽ വല്ലോം വേടൻ ഉണ്ടോ like spotify
@ajeythomas2762,Powerful lyrics. Fire 🔥🔥🔥🔥🔥🔥
@vijilkv1104,"Woooww<br>&quot;&quot;&quot;&quot;അടിമക്കേതിടം ചരിത്രപുസ്തകങ്ങളിൽ,,,,<br>കനലൊരു തരിമതി,, തരിമതി ഒരു തരി&quot;&quot;.....😍😍😍😍😍"
@srijaysrijay9652,Vedan I love you 😘😘😘😘😘 from tamilnadu 👌👌👌👌👌
@jamesthomas2211,"Powerfull Lines <a href=""http://www.youtube.com/results?search_query=%23%E0%B4%A4%E0%B5%80"">#തീ</a>"
@samuelcj1099,"ഒരു പോള കണ്ണ് അടക്കാതെ കേട്ട പാട്ടാണ് ഇത്,<br>Its not just a song. History 👏"
@ഉണ്ണിമോൻ-പ9ങ,I&#39;m a bourgeois. But I like it.
@paul00740,New era of our kerala Eminem
@anu2970,Came here after thekural arivu&#39;s interview
@jineeshkarayi8960,👍👍👍👍💪❤️
@sandeepbbadiadka7935,🔥🔥
@12ataneshimmanuel66,"I understand a little bit Malayalam but his lyrics are fire, let&#39;s stand united for a cause, no Tamilan or Malayali, just Indians who want equality, Jai Bhim"
@anithamanoj2017,Ithum enjoy enjami polle hit avandethayirunu
@MrAnandraghav,வேற லெவல் ....How many thamizhiyans  realised he s kerala naatin Arivu.🔥🔥👌👌
@sojosoman7851,❤❤❤❤❤
@sojosoman7851,Love you brother ❤❤❤
@alar3021,வேடன் - വേടൻ-🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@anandhuac8575,മച്ചാനെ തീ💥💥<br>Goosebumps❣️
@Sanstar99,Just 2.1 M views. Stupid vloggers getting millions of view in just days for shitty videos and why this?? The low standards and apolitical perspectives of Malayali audience!!
@rrassociates8711,"സവർണരാൽ പീടിപ്പിച്ചു കൊന്നു കെട്ടിത്തൂക്കിയ വാളയാറിലെ അമ്മക്ക് , <br>ആ മാതാപിതാക്കളെ കൊണ്ടുപോയി തമ്പുരാൻ്റെ കാലു പിടിപ്പിച്ച &quot;പുന്നാല&quot; ചെറ്റക്ക്....<br><br>ആസ്വദിച്ച തമ്പുരാന് .... <br><br>അട്ടപ്പാടിയിലെ മധുവിന്<br>സവർണരാൽ കൊല്ലപ്പെട്ട കെവിന്.....  <br><br>സമർപ്പണം ."
@aravindaravind1764,Koodapirappe🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤
@fathihansar,Adipoly
@syamaneesha3633,Fire💪💪💪⚡️⚡️🌩️💥💥💥💥💥
@veltamil9358,"Awesome lyrics  🔥🔥🔥🔥🔥🔥🔥🔥🔥 வேடன் ., who said Tamil &amp; Malayalam are separate languages ????"
@jebykvarghese7526,so powerful.
@svenkateshpillai650,Love from Tamilnadu
@abhijithkjayaprakash9390,Super 😍
@jansanjan162,Love from Sri Lankan tamil
@kripeshkripoo,തീ 💥💥
@sriram129,Superee🔥
@yaazhvanveerakkodiyar6600,I never expect such a beatifull track from malayalam....👏👏👏👏Love from tamilnadu...
@mohamedihsaanhuzain133,Dravidians 🔥 from tamil-Dravida family 💙🖤❤
@shivaram8907,Imagine Vedan X Arivu combo going viral
@bassvik,This is so addictive my god! It&#39;s high time that we promote such talented independent musicians across India.
@channel-yh3dy,😲👏👏👏👏
@salmanrahiman,VEDAN with word<br>Sharper than SWORD 🔥🔥🔥
@maxiodanish3196,Vedan AND Arivu combo will set the stage on fire🔥🔥🔥. <br><br>Try to talk each other and make a video please.. You both speak the same pain.
@b.r.thampuraj9439,🥰✌️✌️😍
@tamilinian5281,Waiting for Vedan and Arivu combo!
@nashnarayan709,💥💥💥💥
@m0hdsufiyan,2021 vannu kettavarundo
@distract-gis,കിടു....💝💗💪💪💪.. വെയ്റ്റിങ് next one
@deepakrp4046,Respect
@deepakrp4046,Hard boss
@Vicky-Rd,அருமை👍👍👍 💗💗💗love from Thamizh Nadu💗💗💗
@Tn60realtors,Real fire on his lyrics 🔥🔥<br>Love from Tamil ♥️
@Anoopmelevalappil,Well said 🔥
@abajith814,🔥🔥🔥🔥 Goosebumps 😍👌
@paraasakthivel8524,Vedan + Arivu. Gonna be earth quake
@T424jaggi,Amazing brother !!!!!! hooked up!! True True absolutely True!!! Keep firing !!
@ChildofHolymary,Powerful lines..broo..<br>Lvd it..❤❤
@hameedname,Poli sadhanam 🔥
@ahamedsahir5683,Ith 🔥🔥😍
@ashwinshine5785,Eminem salutes u !!  rap god !!
@സ്വാമിശ്രീതവളപൂറ്റിൽതൃക്കുണ്ണാ,എന്നെപ്പോലെ 190 cm ഹൈറ്റും  വെളുത്തു തുടുത്ത സുന്ദരന്മാരുമായ സവര്ണയുവാക്കൾ മാത്രം like അടി
@nimaljoby7451,Pwoli
@jagannath6280,❤️❤️❤️❤️
@richarda5306,This is some next level stuff bro. Love from Tamizh Brothers.
@tinupravi1986,Waiting for Vedan ft Arivu 🔥
@majeeshtm3105,🔥
@arunvikask2486,എന്റെ പൊന്നേ നിങ്ങളെ പറ്റി അറിയാൻ വൈകി പോയി....ക്ഷമിക്കുക.....അറിവിന്റെ വീഡിയോ യിൽ നിന്നു ആണ് നിങ്ങളെ പറ്റി അറിഞ്ഞത്.....
@josephamalsabu,💙💙💙
@dstudiofilms5759,PWOLI
@renjithvt143,Its not a song<br>Its a revolution
@UchihaMadara-ly1ut,Vera level daa🔥🔥🔥🔥🔥🔥
@deekesh7321,Waiting for Vedan × Arivu.<br>If it happens it will be🔥🔥🔥.
@dharanidharan3477,ரௌத்திரம்
@majeeshtm3105,🔥
@vishnupriyaaa,After enjoy enjaami✨🙌
@nikhilmb8716,Enjoy Enjaami kanditt vannavarundo
@gooner_49,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=88"">1:28</a> Chumma Kizhi🔥❤️"
@kannz5775,Vedan ft. Arivu. Waiting ❤️
@shyamraju4789,💪💪💪♥
@johnjthiraviam9324,"படைப்பு - தரம்🖤🔥<br>உழைப்பும் உண்மையும் சென்றடைய அதிக நேரம் எடுக்கும்.<br>வரிகள் உண்மை, உழைப்பு முழுமை, பாடல் அருமை."
@phoenixhmj,I felt like I heard wretches &amp; kings in Malayalam version..  I like this guy
@ASIL_SILLU,👌👍👍👍
@mysteriouscastleframes8044,Pwoli Sadanam..... meaning ful song
@dillibabu6445,After enjoy enjaami
@mayuran24,"10,000"
@samadkottakkalsamad2513,👏👏👏
@jithinraj8810,വേടൻ❤️
@neenu157,Still relevant and will keep being relevant until we completely shatter casteist and fascist ideologies.
@dhrubajyotidatta3793,Jai bheem 💙
@eldhoseissac8098,Kanal oru  thari madhiii <br>💥💥💥💥💥💥💥💥
@yellowarmy1253,കേട്ടു കഴിയുമ്പോ എവിടുന്നോ ഒരു പവർ കിട്ടിയ പോലെ 💥
@rejanyds4944,Ee pattennu artham unde ennall chilla pattennu oru  kalkan kolliella enna avar nalla vewiers trending no 1  okkae this music deserves mini 10M
@ചെൽസിഭക്തൻ,എജ്ജാതി <br>വേടൻ 🔥🔥
@anooshasopanam,Enjami  കണ്ടു ഓർമ വന്നു വന്നവർ ഉണ്ടോ
@abinremix9226,Uff energy level
@amaljnr5712,Enjoy enjaami Kanan keriyatha ithum koode kandit pokam😌🥰🥰
@user-ll6pr5cw1f,MAN 😮 north Indian rappers look amateur infront of vedan and arivu 🔥
@user-ll6pr5cw1f,Vedan fan from tamilnadu ❤️
@user-ll6pr5cw1f,Who wants  vedan(malayalam) and arivu (tamil) rap combination
@dreamerzz3124,Never knew Malayalam is this Much powerful
@shakkirptb,Underrated AF!
@deepas3971,"I came here after seeing enjoy enjami, that song took me here, first time  seeing this song very nice"
@shababrahman9997,💥💥
@aartheshdj3660,Lookin forward for vedan and arivu colab:)
@clincejoseph7406,🔥🔥🔥
@nothingbutallinone6530,Vedan  Lord shiva vedan is a tamil word  Lord murugar valli
@nothingbutallinone6530,This malayali rap song having 90 percent lyrics in pure tamil word at malayalm accent all credits goes to tamil lang pure tamil song look a like  listen carefully easily tamil words understand u
@rathinavelsankaralingam2929,I’m a Tamil. This sounds like a Tamil song with a Mallu accent. Can understand all the lyrics. Great Production! 👌🏻
@sajinhariharan1316,ചിലതങ്ങനെയാണ്  കത്തിക്കയറിക്കൊണ്ടേ ഇരിക്കും
@dfazalulabid2676,👌
@vishalkuttiyil,Saw this as a suggestion while watching enjoy enjaami song.. Itum theeeee ❤️👌🔥🔥
@Riyan7_,💥💥💥
@chukkygopal7378,Love and support from all of us..Sorry I am not able to write in Malayalam...Vedan Thamaiyaa...Nandriyum anbum
@explorelifewithamaldev,Rap God of Kerala🔥
@brijojfrancis9062,Each line means the discriminations in our society
@ugprashanth,Wow! Just discovered this. Brilliant! Many wishes to the Malayalam rap scene. Pumped up lyrics!!!
@harshadct3332,Mhn on fire 💥 what a lyrics
